0, 0, Header, 1, 16, 96
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, Tempo, 666667
2, 0, End_track
3, 0, Start_track
3, 0, Title_t, "phase"
3, 0, Note_on_c, 0, 60, 100
3, 48, Note_off_c, 0, 60, 64
3, 3360, Note_on_c, 0, 61, 100
3, 3408, Note_off_c, 0, 61, 64
3, 3408, End_track
4, 0, Start_track
4, 0, Title_t, "items"
4, 0, End_track
5, 0, Start_track
5, 0, Title_t, "small"
5, 384, Note_on_c, 2, 60, 100
5, 432, Note_off_c, 2, 60, 64
5, 528, Note_on_c, 2, 60, 100
5, 576, Note_off_c, 2, 60, 64
5, 672, Note_on_c, 2, 60, 100
5, 720, Note_off_c, 2, 60, 64
5, 768, Note_on_c, 2, 61, 100
5, 816, Note_off_c, 2, 61, 64
5, 912, Note_on_c, 2, 61, 100
5, 960, Note_off_c, 2, 61, 64
5, 1056, Note_on_c, 2, 61, 100
5, 1104, Note_off_c, 2, 61, 64
5, 1152, Note_on_c, 2, 60, 100
5, 1200, Note_off_c, 2, 60, 64
5, 1296, Note_on_c, 2, 60, 100
5, 1344, Note_off_c, 2, 60, 64
5, 1440, Note_on_c, 2, 60, 100
5, 1488, Note_off_c, 2, 60, 64
5, 1536, Note_on_c, 2, 61, 100
5, 1584, Note_off_c, 2, 61, 64
5, 1680, Note_on_c, 2, 61, 100
5, 1728, Note_off_c, 2, 61, 64
5, 1824, Note_on_c, 2, 61, 100
5, 1872, Note_off_c, 2, 61, 64
5, 1968, Note_on_c, 2, 61, 100
5, 2016, Note_off_c, 2, 61, 64
5, 2016, Note_on_c, 2, 60, 100
5, 2040, Note_off_c, 2, 60, 64
5, 2040, Note_on_c, 2, 61, 100
5, 2064, Note_off_c, 2, 61, 64
5, 2088, Note_on_c, 2, 61, 100
5, 2112, Note_off_c, 2, 61, 64
5, 2232, Note_on_c, 2, 60, 100
5, 2256, Note_off_c, 2, 60, 64
5, 2256, Note_on_c, 2, 61, 100
5, 2280, Note_off_c, 2, 61, 64
5, 2280, Note_on_c, 2, 60, 100
5, 2304, Note_off_c, 2, 60, 64
5, 2352, Note_on_c, 2, 60, 100
5, 2400, Note_off_c, 2, 60, 64
5, 2400, Note_on_c, 2, 61, 100
5, 2424, Note_off_c, 2, 61, 64
5, 2424, Note_on_c, 2, 60, 100
5, 2448, Note_off_c, 2, 60, 64
5, 2472, Note_on_c, 2, 60, 100
5, 2496, Note_off_c, 2, 60, 64
5, 2616, Note_on_c, 2, 61, 100
5, 2640, Note_off_c, 2, 61, 64
5, 2640, Note_on_c, 2, 60, 100
5, 2664, Note_off_c, 2, 60, 64
5, 2664, Note_on_c, 2, 61, 100
5, 2688, Note_off_c, 2, 61, 64
5, 2736, Note_on_c, 2, 61, 100
