0, 0, Header, 1, 17, 96
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, Tempo, 618557
2, 0, End_track
3, 0, Start_track
3, 0, Title_t, "phase"
3, 0, Program_c, 0, 0
3, 0, Program_c, 0, 0
3, 0, Note_on_c, 0, 61, 100
3, 0, Note_on_c, 0, 0, 100
3, 0, Program_c, 0, 0
3, 96, Note_off_c, 0, 61, 64
3, 96, Note_off_c, 0, 0, 64
3, 3264, Note_on_c, 0, 60, 100
3, 3360, Note_off_c, 0, 60, 64
3, 6336, Note_on_c, 0, 61, 100
3, 6432, Note_off_c, 0, 61, 64
3, 7872, Note_on_c, 0, 60, 100
3, 7968, Note_off_c, 0, 60, 64
3, 12192, Note_on_c, 0, 61, 100
3, 12288, Note_off_c, 0, 61, 64
3, 14016, Note_on_c, 0, 60, 100
3, 14112, Note_off_c, 0, 60, 64
3, 17088, Note_on_c, 0, 61, 100
3, 17184, Note_off_c, 0, 61, 64
3, 20736, Note_on_c, 0, 59, 100
3, 20832, Note_off_c, 0, 59, 64
3, 21120, Program_c, 0, 0
3, 21121, Program_c, 0, 0
3, 21121, End_track
4, 0, Start_track
4, 0, Title_t, "items"
4, 0, Note_on_c, 1, 0, 100
4, 96, Note_off_c, 1, 0, 64
4, 6144, Note_on_c, 1, 61, 100
4, 6168, Note_off_c, 1, 61, 64
4, 8064, Note_on_c, 1, 73, 100
4, 8088, Note_off_c, 1, 73, 64
4, 8112, Note_on_c, 1, 76, 100
4, 8136, Note_off_c, 1, 76, 64
4, 8160, Note_on_c, 1, 73, 100
4, 8184, Note_off_c, 1, 73, 64
4, 8208, Note_on_c, 1, 76, 100
4, 8232, Note_off_c, 1, 76, 64
4, 11040, Note_on_c, 1, 61, 100
4, 11064, Note_off_c, 1, 61, 64
4, 15264, Note_on_c, 1, 76, 100
4, 15288, Note_off_c, 1, 76, 64
4, 16176, Note_on_c, 1, 61, 100
4, 16200, Note_off_c, 1, 61, 64
4, 16800, Note_on_c, 1, 76, 100
4, 16824, Note_off_c, 1, 76, 64
4, 16824, End_track
5, 0, Start_track
5, 0, Title_t, "small"
5, 0, Program_c, 2, 0
5, 0, Program_c, 2, 0
5, 0, Note_on_c, 2, 0, 100
5, 0, Program_c, 2, 0
5, 96, Note_off_c, 2, 0, 64
5, 3456, Note_on_c, 2, 60, 100
5, 3480, Note_off_c, 2, 60, 64
5, 3504, Note_on_c, 2, 61, 100
5, 3528, Note_off_c, 2, 61, 64
5, 3552, Note_on_c, 2, 60, 100
5, 3576, Note_off_c, 2, 60, 64
5, 3600, Note_on_c, 2, 61, 100
5, 3624, Note_off_c, 2, 61, 64
5, 3648, Note_on_c, 2, 60, 100
5, 3672, Note_off_c, 2, 60, 64
5, 3744, Note_on_c, 2, 60, 100
5, 3768, Note_off_c, 2, 60, 64
5, 4224, Note_on_c, 2, 60, 100
5, 4248, Note_off_c, 2, 60, 64
5, 4320, Note_on_c, 2, 61, 100
5, 4344, Note_off_c, 2, 61, 64
5, 4368, Note_on_c, 2, 61, 100
5, 4392, Note_off_c, 2, 61, 64
5, 4416, Note_on_c, 2, 60, 100
5, 4440, Note_off_c, 2, 60, 64
5, 4512, Note_on_c, 2, 61, 100
5, 4536, Note_off_c, 2, 61, 64
5, 4992, Note_on_c, 2, 60, 100
5, 5016, Note_off_c, 2, 60, 64
5, 5040, Note_on_c, 2, 61, 100
5, 5064, Note_off_c, 2, 61, 64
5, 5088, Note_on_c, 2, 60, 100
5, 5112, Note_off_c, 2, 60, 64
5, 5136, Note_on_c, 2, 61, 100
5, 5160, Note_off_c, 2, 61, 64
5, 5184, Note_on_c, 2, 60, 100
5, 5208, Note_off_c, 2, 60, 64
5, 5280, Note_on_c, 2, 61, 100
5, 5304, Note_off_c, 2, 61, 64
5, 5760, Note_on_c, 2, 60, 100
5, 5784, Note_off_c, 2, 60, 64
5, 5856, Note_on_c, 2, 61, 100
5, 5880, Note_off_c, 2, 61, 64
5, 5904, Note_on_c, 2, 61, 100
5, 5928, Note_off_c, 2, 61, 64
5, 5952, Note_on_c, 2, 60, 100
5, 5976, Note_off_c, 2, 60, 64
5, 6048, Note_on_c, 2, 61, 100
5, 6072, Note_off_c, 2, 61, 64
5, 8256, Note_on_c, 2, 60, 100
5, 8280, Note_off_c, 2, 60, 64
5, 8304, Note_on_c, 2, 61, 100
5, 8328, Note_off_c, 2, 61, 64
5, 8352, Note_on_c, 2, 60, 100
5, 8376, Note_off_c, 2, 60, 64
5, 8400, Note_on_c, 2, 61, 100
5, 8424, Note_off_c, 2, 61, 64
5, 8448, Note_on_c, 2, 61, 100
5, 8472, Note_off_c, 2, 61, 64
5, 8640, Note_on_c, 2, 61, 100
5, 8664, Note_off_c, 2, 61, 64
5, 8736, Note_on_c, 2, 61, 100
5, 8760, Note_off_c, 2, 61, 64
5, 8784, Note_on_c, 2, 61, 100
5, 8808, Note_off_c, 2, 61, 64
5, 8832, Note_on_c, 2, 60, 100
5, 8856, Note_off_c, 2, 60, 64
5, 8880, Note_on_c, 2, 61, 100
5, 8904, Note_off_c, 2, 61, 64
5, 9216, Note_on_c, 2, 61, 100
5, 9240, Note_off_c, 2, 61, 64
5, 9600, Note_on_c, 2, 60, 100
5, 9624, Note_off_c, 2, 60, 64
5, 9648, Note_on_c, 2, 61, 100
5, 9672, Note_off_c, 2, 61, 64
5, 9696, Note_on_c, 2, 60, 100
5, 9720, Note_off_c, 2, 60, 64
5, 9744, Note_on_c, 2, 61, 100
5, 9768, Note_off_c, 2, 61, 64
5, 9792, Note_on_c, 2, 60, 100
5, 9816, Note_off_c, 2, 60, 64
5, 9840, Note_on_c, 2, 61, 100
5, 9864, Note_off_c, 2, 61, 64
5, 9888, Note_on_c, 2, 60, 100
5, 9912, Note_off_c, 2, 60, 64
5, 9936, Note_on_c, 2, 61, 100
5, 9960, Note_off_c, 2, 61, 64
5, 9984, Note_on_c, 2, 60, 100
5, 10008, Note_off_c, 2, 60, 64
5, 10176, Note_on_c, 2, 61, 100
5, 10200, Note_off_c, 2, 61, 64
5, 10272, Note_on_c, 2, 61, 100
5, 10296, Note_off_c, 2, 61, 64
5, 10320, Note_on_c, 2, 61, 100
5, 10344, Note_off_c, 2, 61, 64
5, 10368, Note_on_c, 2, 60, 100
5, 10392, Note_off_c, 2, 60, 64
5, 10416, Note_on_c, 2, 61, 100
5, 10440, Note_off_c, 2, 61, 64
5, 11568, Note_on_c, 2, 60, 100
5, 11592, Note_off_c, 2, 60, 64
5, 11952, Note_on_c, 2, 61, 100
5, 11976, Note_off_c, 2, 61, 64
5, 14208, Note_on_c, 2, 60, 100
5, 14232, Note_off_c, 2, 60, 64
5, 14304, Note_on_c, 2, 61, 100
5, 14328, Note_off_c, 2, 61, 64
5, 14328, Note_on_c, 2, 60, 100
5, 14352, Note_off_c, 2, 60, 64
5, 14400, Note_on_c, 2, 61, 100
